WN,WP,VM
1.613601,8.0412e-06,0.9637847792869277
1.613601,8.0604e-06,0.9640999357096942
1.613601,8.0796e-06,0.9644125532543137
1.613601,8.098800000000001e-06,0.9647256845181381
1.613601,8.118e-06,0.9650388959699472
1.613601,8.137199999999999e-06,0.9653487413879461
1.613601,8.156399999999999e-06,0.9656590776563656
1.613601,8.175599999999998e-06,0.9659700177788723
1.613601,8.1948e-06,0.9662775284154137
1.613601,8.214e-06,0.9665850742745383
1.613601,8.2332e-06,0.9668931950070483
1.613601,8.252399999999999e-06,0.9671990374828803
1.613601,8.271599999999999e-06,0.9675038011302483
1.613601,8.2908e-06,0.9678091116730917
1.613601,8.31e-06,0.9681133903467184
1.613601,8.3292e-06,0.9684153854541496
1.613601,8.3484e-06,0.9687178887976596
1.613601,8.3676e-06,0.9690207045980131
1.613601,8.386799999999999e-06,0.9693199439553323
1.613601,8.406e-06,0.9696196584605961
1.613601,8.4252e-06,0.9699199472133104
1.613601,8.4444e-06,0.9702176020152822
1.613601,8.4636e-06,0.9705145366850336
1.613601,8.4828e-06,0.9708120076340377
1.613601,8.502000000000001e-06,0.9711084814837926
1.613601,8.5212e-06,0.9714026507482632
1.613601,8.5404e-06,0.9716973207213482
1.613601,8.559599999999998e-06,0.9719925849552874
1.613601,8.578799999999998e-06,0.9722841233509516
1.613601,8.598e-06,0.972576006851605
1.613601,8.6172e-06,0.9728684399290255
1.613601,8.6364e-06,0.9731590713921243
1.613601,8.655599999999999e-06,0.9734481895600399
1.613601,8.674799999999999e-06,0.9737378127299492
1.613601,8.694e-06,0.9740276145540865
1.613601,8.7132e-06,0.974313991856658
1.613601,8.7324e-06,0.9746008224965736
1.613601,8.7516e-06,0.9748882079043486
1.613601,8.770799999999999e-06,0.97517352835332
1.613601,8.789999999999999e-06,0.9754575939012954
1.613601,8.8092e-06,0.9757421651590319
1.613601,8.8284e-06,0.9760269132789772
1.613601,8.8476e-06,0.9763082428971579
1.613601,8.8668e-06,0.9765900278273879
1.613601,8.886e-06,0.9768723473459915
1.613601,8.9052e-06,0.9771528897683246
1.613601,8.9244e-06,0.9774319136346528
1.613601,8.9436e-06,0.9777114241443634
1.613601,8.9628e-06,0.9779915080331678
1.613601,8.982e-06,0.9782679406902984
1.613601,9.001200000000001e-06,0.9785446728569781
1.613601,9.0204e-06,0.9788219207105564
1.613601,9.039599999999999e-06,0.9790982182820123
1.613601,9.058799999999999e-06,0.9793722087128557
1.613601,9.077999999999998e-06,0.9796466579780309
1.613601,9.0972e-06,0.9799216511375776
1.613601,9.1164e-06,0.9801941397655257
1.613601,9.1356e-06,0.9804658277605417
1.613601,9.154799999999999e-06,0.9807380022667678
1.613601,9.173999999999999e-06,0.981010576364871
1.613601,9.193199999999999e-06,0.9812795437293568
1.613601,9.2124e-06,0.9815489404641783
1.613601,9.2316e-06,0.9818188403999313
1.613601,9.2508e-06,0.9820879141981621
1.613601,9.27e-06,0.9823545728181624
1.613601,9.289199999999999e-06,0.9826216764707101
1.613601,9.3084e-06,0.9828893058471515
1.613601,9.3276e-06,0.9831550053689474
1.613601,9.3468e-06,0.9834193603907819
1.613601,9.366e-06,0.983684178699248
1.613601,9.3852e-06,0.9839495351651399
1.613601,9.404400000000001e-06,0.98421198844723
1.613601,9.4236e-06,0.984474044745075
1.613601,9.4428e-06,0.9847365725536303
1.613601,9.461999999999999e-06,0.9849996533566637
1.613601,9.481199999999998e-06,0.9852590074945295
1.613601,9.5004e-06,0.9855187633454148
1.613601,9.5196e-06,0.9857790069314418
1.613601,9.5388e-06,0.986039157945973
1.613601,9.557999999999999e-06,0.9862961970902171
1.613601,9.577199999999999e-06,0.9865536551183104
1.613601,9.596399999999998e-06,0.9868116001476688
1.613601,9.6156e-06,0.9870689681713416
1.613601,9.6348e-06,0.9873237045921175
1.613601,9.654e-06,0.9875788638190737
1.613601,9.673199999999999e-06,0.9878345145141872
1.613601,9.692399999999999e-06,0.988089227346279
1.613601,9.7116e-06,0.988341660170841
1.613601,9.7308e-06,0.9885945157359834
1.613601,9.75e-06,0.9888478660170431
1.613601,9.7692e-06,0.9891000840125703
1.613601,9.7884e-06,0.989350212612438
1.613601,9.8076e-06,0.9896007600540345
1.613601,9.8268e-06,0.9898518085871135
1.613601,9.846e-06,0.9901016778293468
1.613601,9.8652e-06,0.9903495054873911
1.613601,9.8844e-06,0.9905977424215968
1.613601,9.903600000000001e-06,0.9908464762774623
1.613601,9.9228e-06,0.9910941509828868
1.613601,9.941999999999999e-06,0.9913396737044928
1.613601,9.961199999999999e-06,0.9915856047613842
1.613601,9.980399999999998e-06,0.9918320242232848
1.613601,9.999599999999998e-06,0.9920776455276199
1.613601,9.999999999999999e-06,0.9920827089719235
2.0000000000000002e-07,6.0,1.1096452556642613
2.192e-07,6.0,1.1052221466070282
2.3840000000000002e-07,6.0,1.1008468255290689
2.5760000000000003e-07,6.0,1.0965366740014573
2.7680000000000004e-07,6.0,1.0923069154628053
2.96e-07,6.0,1.0881613543137563
3.152e-07,6.0,1.0841013009892853
3.344e-07,6.0,1.0801267489993422
3.5360000000000004e-07,6.0,1.0762370306281286
3.7280000000000006e-07,6.0,1.0724312370663887
3.92e-07,6.0,1.0687084965458233
4.1120000000000003e-07,6.0,1.0650664829730052
4.304e-07,6.0,1.0614971403906277
4.4960000000000006e-07,6.0,1.0580073790163642
4.688e-07,6.0,1.0545836167489437
4.88e-07,6.0,1.0512327331166174
5.072e-07,6.0,1.047949310306152
5.264000000000001e-07,6.0,1.0447272080838284
5.456e-07,6.0,1.0415685340137293
5.648e-07,6.0,1.0384704109692204
5.84e-07,6.0,1.0354303236797244
6.032000000000001e-07,6.0,1.0324461626356856
6.224000000000001e-07,6.0,1.029516108000304
6.416e-07,6.0,1.0266385775028972
6.608e-07,6.0,1.0238122197527957
6.800000000000001e-07,6.0,1.0210352692852354
6.992000000000001e-07,6.0,1.018302736202057
7.184e-07,6.0,1.0156175879594962
7.376e-07,6.0,1.0129792737853234
7.568e-07,6.0,1.010379981794435
7.760000000000001e-07,6.0,1.007825370741483
7.952000000000001e-07,6.0,1.0053099511253916
8.144e-07,6.0,1.0028351551545078
8.336e-07,6.0,1.000397148676172
8.528e-07,6.0,0.9979992853204834
8.720000000000001e-07,6.0,0.9956334876637477
8.912000000000001e-07,6.0,0.9933050919095989
9.104e-07,6.0,0.9910123485355911
9.296000000000001e-07,6.0,0.9887497680938351
9.488e-07,6.0,0.9865206157954168
9.68e-07,6.0,0.9843238040683114
9.872e-07,6.0,0.9821581775296289
1.0064e-06,6.0,0.9800226965930349
1.0256e-06,6.0,0.9779151525583121
1.0448e-06,6.0,0.9758361245075333
1.064e-06,6.0,0.973785152168785
1.0831999999999999e-06,6.0,0.9717614857104256
1.1024e-06,6.0,0.9697644421298656
1.1216e-06,6.0,0.9677933989587145
1.1408e-06,6.0,0.9658477791269899
1.16e-06,6.0,0.9639270604836131
1.1792e-06,6.0,0.9620303407407415
1.1983999999999998e-06,6.0,0.9601562474764869
1.2176e-06,6.0,0.958305392876657
1.2367999999999997e-06,6.0,0.956477410723475
1.256e-06,6.0,0.954671970597867
1.2751999999999999e-06,6.0,0.9528887772600516
1.2943999999999998e-06,6.0,0.9511259102997606
1.3136e-06,6.0,0.9493829834101429
1.3328e-06,6.0,0.9476612160694904
1.352e-06,6.0,0.945960457283645
1.3711999999999999e-06,6.0,0.9442770066515968
1.3904e-06,6.0,0.9426133556232602
1.4095999999999998e-06,6.0,0.9409699393428301
1.4288e-06,6.0,0.9393424251421193
1.448e-06,6.0,0.9377341811087292
1.4672e-06,6.0,0.9361438944211794
1.4863999999999999e-06,6.0,0.9345696861965195
1.5056e-06,6.0,0.9330145064013007
1.5247999999999998e-06,6.0,0.9314733013240222
1.544e-06,6.0,0.9299508800127879
1.5632e-06,6.0,0.9284422787014981
1.5823999999999999e-06,6.0,0.9269515811596661
1.6015999999999998e-06,6.0,0.9254741646190563
1.6208e-06,6.0,0.9240142653793794
1.6399999999999998e-06,6.0,0.9225667718799951
1.6592e-06,6.0,0.9211358572633268
1.6783999999999999e-06,6.0,0.9197181337374882
1.6975999999999998e-06,6.0,0.918315003700105
1.7168e-06,6.0,0.9169264937071613
1.736e-06,6.0,0.9155500318046218
1.7552e-06,6.0,0.9141883798882688
1.7744e-06,6.0,0.9128394545814802
1.7936e-06,6.0,0.9115029295470891
1.8127999999999998e-06,6.0,0.9101802122201499
1.832e-06,6.0,0.9088696357556044
1.8512e-06,6.0,0.9075706868631287
1.8704e-06,6.0,0.906284704144411
1.8895999999999999e-06,6.0,0.9050113035772928
1.9088e-06,6.0,0.9037479673691373
1.928e-06,6.0,0.902496786486952
1.9471999999999998e-06,6.0,0.9012575243124478
1.9664e-06,6.0,0.9000298765008273
1.9856e-06,6.0,0.8988120070093997
2.0048e-06,6.0,0.8976052184035584
2.024e-06,6.0,0.8964095000522536
2.0432e-06,6.0,0.8952246047098791
2.0623999999999995e-06,6.0,0.8940502911713583
2.0815999999999997e-06,6.0,0.892885446537602
